"","text.X","text.x","emotion","polarity"
"1834",1834," overnight the u s topped million covid cases frustration continues to grow over the slow rollout of the vaccine with ","anger","negative"
"1835",1835," here from mhra not an spc as such as it s not licensed it s approved for emergency use ","joy","positive"
"1836",1836," as we listen to all the mp vitriol in there calls to cut from poorest families here s list of tories who ","unknown","negative"
"1837",1837,"new york gov cuomo asks to buy covid vaccine directly from pfizer amid dose shortages ","unknown","positive"
"1838",1838," breaking news britney spears has stolen the covid vaccine motive s unknown ","unknown","negative"
"1839",1839," yet govts don t accept any covid deaths zero covid is what we are told we are locked down for yet ","unknown","positive"
"1840",1840," the world is on the edge of a catastrophic moral failure in the distribution of covid vaccines with just dos ","unknown","neutral"
"1841",1841," breaking health ministry s dcgi who finally approved covid vaccines when asked who will be liable for adverse rea ","joy","negative"
"1842",1842," ","unknown","positive"
"1843",1843," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"1844",1844," greatest hits alberta will just get our own vaccine supply keystone xl loss is not so bad because ndp tri ","sadness","negative"
"1845",1845," it will save a lot of lives said serbian president aleksandar vucic as he greeted the first batch of millio ","unknown","positive"
"1846",1846,"covid is global money has been thrown at producing a vaccine how many diseases have had the same amount of money ","unknown","positive"
"1847",1847," brazil s federal government seems to have bet only on the astrazeneca vaccine unlike many governments that hedged their b ","unknown","negative"
"1848",1848," covid vaccines should be shared much more equitably in solidarity around the world my latest op ed on the covid ","unknown","positive"
"1849",1849," just poured myself a strong cup of coffee and sat down at my desk this government needs to be held to account at every ","unknown","negative"
"1850",1850," it s not right that young healthy adults in rich countries get covid vaccines before health workers or older people ","sadness","positive"
"1851",1851," eff statement on the procurement of covid vaccine ","unknown","positive"
"1852",1852,"was able to schedule my covid vaccine u u fe f ","unknown","positive"
"1853",1853," new york gov cuomo asks to buy covid vaccine directly from pfizer amid dose shortages ","unknown","positive"
"1854",1854," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"1855",1855," year old man with an appointment denied the covid vaccine because some line level worker thinks it s still only av ","unknown","positive"
"1856",1856," norway says there is no link between pfizer biontech s covid vaccine and post vaccination deaths in the country according ","unknown","positive"
"1857",1857," india s covid vaccination drive dead after receiving jab others develop severe adverse symptoms coronavirus outbrea ","unknown","negative"
"1858",1858," i m waiting for the pubs to open so i can get the official word from big dav ","sadness","negative"
"1859",1859," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1860",1860," outlines the conditions for lifting england s lockdown the number of covid deaths decreasing pressure on th ","unknown","negative"
"1861",1861," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"1862",1862," dire covid death predictions from cdc are advanced cover for deadly vaccine side effects a ","fear","negative"
"1863",1863,"toronto s covid briefing will start any minute vaccine rollout stay at home rule enforcement and more expected ","unknown","positive"
"1864",1864," u f d the are helping to set up new covid vaccine centres in u f f u e u e u e u e u e u e f scotland soldiers organised into ","unknown","positive"
"1865",1865," we are counting on csos to continue to play active role in advocating and promoting positive information on the proposed covi ","unknown","positive"
"1866",1866," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1867",1867," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"1868",1868," are you one of the million people who have received the covid vaccine uklockdown","unknown","positive"
"1869",1869," to agree on roles and responsibilities of csos in the covid vaccine introduction ","unknown","positive"
"1870",1870,"as we listen to all the mp vitriol in there calls to cut from poorest families here s list of t ","unknown","negative"
